method,image_index,crop_ratio,repeat,protected_bits,raw_ber,raw_bit_accuracy,detection_success,exact_decode_success,ecc_corrected_success,schema,logit_mean,logit_abs_mean
TrustMark P,27,40%,3,100,0.1,0.9,0,0,0,-1,0.24814683198928833,3.60237979888916
TrustMark P,27,40%,4,100,0.04,0.96,1,1,1,1,0.3876934349536896,4.841456890106201
TrustMark P,27,30%,0,100,0.16,0.84,0,0,0,-1,0.12351280450820923,2.2990643978118896
TrustMark P,27,30%,1,100,0.16,0.84,0,0,0,-1,0.5843708515167236,2.9373044967651367
TrustMark P,27,30%,2,100,0.46,0.54,0,0,0,-1,0.04997626692056656,0.49911999702453613
TrustMark P,27,30%,3,100,0.22,0.78,0,0,0,-1,0.21899598836898804,1.9901189804077148
TrustMark P,27,30%,4,100,0.31,0.69,0,0,0,-1,-0.00295015936717391,0.48076415061950684
TrustMark P,28,100%,0,100,0.0,1.0,1,1,1,1,-0.8679656982421875,10.581865310668945
TrustMark P,28,100%,1,100,0.0,1.0,1,1,1,1,-0.8679656982421875,10.581865310668945
TrustMark P,28,100%,2,100,0.0,1.0,1,1,1,1,-0.8679656982421875,10.581865310668945
TrustMark P,28,100%,3,100,0.0,1.0,1,1,1,1,-0.8679656982421875,10.581865310668945
TrustMark P,28,100%,4,100,0.0,1.0,1,1,1,1,-0.8679656982421875,10.581865310668945
TrustMark P,28,70%,0,100,0.0,1.0,1,1,1,1,-0.4138553738594055,7.533685684204102
TrustMark P,28,70%,1,100,0.0,1.0,1,1,1,1,-0.6323466300964355,7.604142665863037
TrustMark P,28,70%,2,100,0.0,1.0,1,1,1,1,-0.10917604714632034,7.863003730773926
TrustMark P,28,70%,3,100,0.0,1.0,1,1,1,1,-0.40786466002464294,8.101606369018555
TrustMark P,28,70%,4,100,0.0,1.0,1,1,1,1,-0.42471083998680115,8.626842498779297
TrustMark P,28,50%,0,100,0.05,0.95,1,1,1,1,-0.18031065165996552,5.049449920654297
TrustMark P,28,50%,1,100,0.05,0.95,1,1,1,1,0.0688302144408226,4.782398223876953
TrustMark P,28,50%,2,100,0.03,0.97,1,1,1,1,-0.09241285920143127,4.521495819091797
TrustMark P,28,50%,3,100,0.05,0.95,1,1,1,1,-0.2521793842315674,4.529551982879639
TrustMark P,28,50%,4,100,0.05,0.95,1,1,1,1,-0.11288032680749893,3.973731279373169
TrustMark P,28,40%,0,100,0.11,0.89,0,0,0,-1,-0.43569573760032654,2.984910011291504
TrustMark P,28,40%,1,100,0.11,0.89,0,0,0,-1,0.0778113529086113,3.494316816329956
TrustMark P,28,40%,2,100,0.14,0.86,0,0,0,-1,-0.022406818345189095,1.2555794715881348
TrustMark P,28,40%,3,100,0.11,0.89,0,0,0,-1,-0.04945026710629463,2.9439990520477295
TrustMark P,28,40%,4,100,0.08,0.92,0,0,0,-1,-0.2175610214471817,3.265655755996704
TrustMark P,28,30%,0,100,0.14,0.86,0,0,0,-1,0.11889082193374634,1.8034878969192505
TrustMark P,28,30%,1,100,0.21,0.79,0,0,0,-1,0.022973058745265007,2.300611972808838
TrustMark P,28,30%,2,100,0.37,0.63,0,0,0,-1,-0.10950085520744324,0.477681040763855
TrustMark P,28,30%,3,100,0.16,0.84,0,0,0,-1,0.0674024373292923,2.3149876594543457
TrustMark P,28,30%,4,100,0.33,0.6699999999999999,0,0,0,-1,-0.07055782526731491,0.42698436975479126
TrustMark P,29,100%,0,100,0.0,1.0,1,1,1,1,0.6938281059265137,11.052281379699707
TrustMark P,29,100%,1,100,0.0,1.0,1,1,1,1,0.6938281059265137,11.052281379699707
TrustMark P,29,100%,2,100,0.0,1.0,1,1,1,1,0.6938281059265137,11.052281379699707
TrustMark P,29,100%,3,100,0.0,1.0,1,1,1,1,0.6938281059265137,11.052281379699707
TrustMark P,29,100%,4,100,0.0,1.0,1,1,1,1,0.6938281059265137,11.052281379699707
TrustMark P,29,70%,0,100,0.0,1.0,1,1,1,1,0.640506386756897,9.341292381286621
TrustMark P,29,70%,1,100,0.0,1.0,1,1,1,1,0.500351071357727,9.114765167236328
TrustMark P,29,70%,2,100,0.0,1.0,1,1,1,1,0.4633258581161499,9.317010879516602
TrustMark P,29,70%,3,100,0.0,1.0,1,1,1,1,0.673098623752594,9.532217979431152
TrustMark P,29,70%,4,100,0.0,1.0,1,1,1,1,0.4996824562549591,9.87994384765625
TrustMark P,29,50%,0,100,0.01,0.99,1,1,1,1,0.39378517866134644,6.5979437828063965
TrustMark P,29,50%,1,100,0.02,0.98,1,1,1,1,0.4326307773590088,5.654684543609619
TrustMark P,29,50%,2,100,0.02,0.98,1,1,1,1,0.05893941968679428,6.054220199584961
TrustMark P,29,50%,3,100,0.04,0.96,1,1,1,1,0.18436682224273682,5.928669452667236
TrustMark P,29,50%,4,100,0.04,0.96,1,1,1,1,0.0845630094408989,5.51328182220459
TrustMark P,29,40%,0,100,0.17,0.83,0,0,0,-1,-0.0054113054648041725,2.689647912979126
TrustMark P,29,40%,1,100,0.14,0.86,0,0,0,-1,0.29874008893966675,3.6020264625549316
TrustMark P,29,40%,2,100,0.05,0.95,1,1,1,1,-0.05424296855926514,3.291079044342041
TrustMark P,29,40%,3,100,0.07,0.9299999999999999,0,0,0,-1,0.19617092609405518,4.7145771980285645
TrustMark P,29,40%,4,100,0.15,0.85,0,0,0,-1,0.20144788920879364,3.420039176940918
TrustMark P,29,30%,0,100,0.11,0.89,0,0,0,-1,0.01989012211561203,2.7911314964294434
TrustMark P,29,30%,1,100,0.22,0.78,0,0,0,-1,0.3072669506072998,2.3058130741119385
TrustMark P,29,30%,2,100,0.28,0.72,0,0,0,-1,-0.04269738122820854,0.6812086701393127
TrustMark P,29,30%,3,100,0.2,0.8,0,0,0,-1,0.21783487498760223,1.9666002988815308
TrustMark P,29,30%,4,100,0.35,0.65,0,0,0,-1,-0.19194138050079346,0.6224631667137146
TrustMark P,30,100%,0,100,0.0,1.0,1,1,1,1,-0.2867145240306854,11.145881652832031
TrustMark P,30,100%,1,100,0.0,1.0,1,1,1,1,-0.2867145240306854,11.145881652832031
TrustMark P,30,100%,2,100,0.0,1.0,1,1,1,1,-0.2867145240306854,11.145881652832031
TrustMark P,30,100%,3,100,0.0,1.0,1,1,1,1,-0.2867145240306854,11.145881652832031
TrustMark P,30,100%,4,100,0.0,1.0,1,1,1,1,-0.2867145240306854,11.145881652832031
TrustMark P,30,70%,0,100,0.0,1.0,1,1,1,1,-0.17746561765670776,9.268608093261719
TrustMark P,30,70%,1,100,0.0,1.0,1,1,1,1,-0.27973049879074097,9.227386474609375
TrustMark P,30,70%,2,100,0.0,1.0,1,1,1,1,-0.17893749475479126,9.392433166503906
TrustMark P,30,70%,3,100,0.0,1.0,1,1,1,1,-0.30184710025787354,9.619415283203125
TrustMark P,30,70%,4,100,0.0,1.0,1,1,1,1,-0.40358421206474304,10.114673614501953
TrustMark P,30,50%,0,100,0.0,1.0,1,1,1,1,-0.310523122549057,6.708378791809082
TrustMark P,30,50%,1,100,0.01,0.99,1,1,1,1,-0.4509590268135071,6.5941572189331055
TrustMark P,30,50%,2,100,0.0,1.0,1,1,1,1,-0.11180584132671356,6.7904052734375
TrustMark P,30,50%,3,100,0.03,0.97,1,1,1,1,0.35904160141944885,6.303986072540283
TrustMark P,30,50%,4,100,0.03,0.97,1,1,1,1,0.18060992658138275,5.617810249328613
TrustMark P,30,40%,0,100,0.08,0.92,0,0,0,-1,-0.027010686695575714,3.743922710418701
TrustMark P,30,40%,1,100,0.1,0.9,0,0,0,-1,-0.3271200954914093,3.873095750808716
TrustMark P,30,40%,2,100,0.04,0.96,1,1,1,1,0.04490164667367935,3.569075345993042
TrustMark P,30,40%,3,100,0.05,0.95,0,0,0,-1,-0.24206364154815674,5.0279951095581055
TrustMark P,30,40%,4,100,0.07,0.9299999999999999,0,0,0,-1,0.11073959618806839,4.165578842163086
TrustMark P,30,30%,0,100,0.09,0.91,0,0,0,-1,0.17096620798110962,2.7792158126831055
TrustMark P,30,30%,1,100,0.14,0.86,0,0,0,-1,0.08984052389860153,2.7019827365875244
TrustMark P,30,30%,2,100,0.28,0.72,0,0,0,-1,-0.01587006263434887,0.8742867112159729
TrustMark P,30,30%,3,100,0.21,0.79,0,0,0,-1,-0.06285014003515244,2.3154149055480957
TrustMark P,30,30%,4,100,0.28,0.72,0,0,0,-1,0.0033963185269385576,0.7207701802253723
TrustMark P,31,100%,0,100,0.0,1.0,1,1,1,1,0.07235372811555862,8.984607696533203
TrustMark P,31,100%,1,100,0.0,1.0,1,1,1,1,0.07235372811555862,8.984607696533203
TrustMark P,31,100%,2,100,0.0,1.0,1,1,1,1,0.07235372811555862,8.984607696533203
TrustMark P,31,100%,3,100,0.0,1.0,1,1,1,1,0.07235372811555862,8.984607696533203
TrustMark P,31,100%,4,100,0.0,1.0,1,1,1,1,0.07235372811555862,8.984607696533203
TrustMark P,31,70%,0,100,0.0,1.0,1,1,1,1,0.3292495012283325,5.2171149253845215
TrustMark P,31,70%,1,100,0.02,0.98,0,0,0,-1,0.31045466661453247,5.033680438995361
TrustMark P,31,70%,2,100,0.0,1.0,1,1,1,1,0.07554955035448074,5.813714027404785
TrustMark P,31,70%,3,100,0.01,0.99,1,1,1,1,0.2596743702888489,6.004438400268555
TrustMark P,31,70%,4,100,0.02,0.98,0,0,0,-1,0.10952970385551453,6.144250869750977
TrustMark P,31,50%,0,100,0.08,0.92,0,0,0,-1,0.09527228027582169,3.318922758102417
TrustMark P,31,50%,1,100,0.15,0.85,0,0,0,-1,-0.07107076793909073,2.9735043048858643
TrustMark P,31,50%,2,100,0.09,0.91,0,0,0,-1,0.2199571430683136,2.8747949600219727
TrustMark P,31,50%,3,100,0.11,0.89,0,0,0,-1,0.23270975053310394,2.9013335704803467
TrustMark P,31,50%,4,100,0.12,0.88,0,0,0,-1,0.2515164017677307,2.4813027381896973
TrustMark P,31,40%,0,100,0.15,0.85,0,0,0,-1,0.003259400138631463,1.954646110534668
TrustMark P,31,40%,1,100,0.19,0.81,0,0,0,-1,0.09267143160104752,2.260002851486206
TrustMark P,31,40%,2,100,0.17,0.83,0,0,0,-1,0.1619197279214859,1.6909513473510742
TrustMark P,31,40%,3,100,0.18,0.8200000000000001,0,0,0,-1,0.1219114363193512,2.164095163345337
TrustMark P,31,40%,4,100,0.17,0.83,0,0,0,-1,-0.012228386476635933,2.235506057739258
TrustMark P,31,30%,0,100,0.35,0.65,0,0,0,-1,-0.04080026596784592,0.6327410340309143
TrustMark P,31,30%,1,100,0.19,0.81,0,0,0,-1,0.021674638614058495,1.7019712924957275
TrustMark P,31,30%,2,100,0.36,0.64,0,0,0,-1,0.03588445857167244,0.2266691029071808
TrustMark P,31,30%,3,100,0.24,0.76,0,0,0,-1,-0.017143703997135162,1.3980436325073242
TrustMark P,31,30%,4,100,0.39,0.61,0,0,0,-1,0.010214018635451794,0.21307724714279175
TrustMark P,32,100%,0,100,0.0,1.0,1,1,1,1,-0.8781176209449768,11.11793327331543
TrustMark P,32,100%,1,100,0.0,1.0,1,1,1,1,-0.8781176209449768,11.11793327331543
TrustMark P,32,100%,2,100,0.0,1.0,1,1,1,1,-0.8781176209449768,11.11793327331543
TrustMark P,32,100%,3,100,0.0,1.0,1,1,1,1,-0.8781176209449768,11.11793327331543
TrustMark P,32,100%,4,100,0.0,1.0,1,1,1,1,-0.8781176209449768,11.11793327331543
TrustMark P,32,70%,0,100,0.0,1.0,1,1,1,1,-0.5172228217124939,8.73869800567627
TrustMark P,32,70%,1,100,0.0,1.0,1,1,1,1,-0.8060319423675537,9.246816635131836
TrustMark P,32,70%,2,100,0.0,1.0,1,1,1,1,-0.47939980030059814,9.811152458190918
TrustMark P,32,70%,3,100,0.0,1.0,1,1,1,1,-0.7915086150169373,9.730533599853516
TrustMark P,32,70%,4,100,0.0,1.0,1,1,1,1,-0.47939980030059814,9.811152458190918
TrustMark P,32,50%,0,100,0.02,0.98,1,1,1,1,-0.15573354065418243,6.160518646240234
TrustMark P,32,50%,1,100,0.05,0.95,1,1,1,1,-0.31734994053840637,5.4997663497924805
TrustMark P,32,50%,2,100,0.03,0.97,1,1,1,1,-0.3425796627998352,5.553146839141846
TrustMark P,32,50%,3,100,0.02,0.98,1,1,1,1,-0.07669143378734589,5.887765884399414
TrustMark P,32,50%,4,100,0.04,0.96,1,1,1,1,-0.21830299496650696,6.042849540710449
TrustMark P,32,40%,0,100,0.1,0.9,0,0,0,-1,0.10079706460237503,3.9356415271759033
TrustMark P,32,40%,1,100,0.12,0.88,0,0,0,-1,0.0665598213672638,2.9400463104248047
TrustMark P,32,40%,2,100,0.08,0.92,0,0,0,-1,-0.2790966331958771,4.18208122253418
TrustMark P,32,40%,3,100,0.29,0.71,0,0,0,-1,-0.10000214725732803,1.1446629762649536
TrustMark P,32,40%,4,100,0.14,0.86,0,0,0,-1,-0.12166145443916321,1.4938290119171143
TrustMark P,32,30%,0,100,0.26,0.74,0,0,0,-1,-0.005313777830451727,1.4439488649368286
TrustMark P,32,30%,1,100,0.27,0.73,0,0,0,-1,0.06426581740379333,0.6067906618118286
TrustMark P,32,30%,2,100,0.23,0.77,0,0,0,-1,-0.13068994879722595,2.010157585144043
TrustMark P,32,30%,3,100,0.15,0.85,0,0,0,-1,-0.183828204870224,2.601609706878662
TrustMark P,32,30%,4,100,0.13,0.87,0,0,0,-1,0.28354573249816895,2.351430892944336
TrustMark P,33,100%,0,100,0.0,1.0,1,1,1,1,-1.3462135791778564,10.029356002807617
TrustMark P,33,100%,1,100,0.0,1.0,1,1,1,1,-1.3462135791778564,10.029356002807617
TrustMark P,33,100%,2,100,0.0,1.0,1,1,1,1,-1.3462135791778564,10.029356002807617
TrustMark P,33,100%,3,100,0.0,1.0,1,1,1,1,-1.3462135791778564,10.029356002807617
TrustMark P,33,100%,4,100,0.0,1.0,1,1,1,1,-1.3462135791778564,10.029356002807617
TrustMark P,33,70%,0,100,0.04,0.96,1,1,1,1,-0.15588653087615967,5.918111801147461
TrustMark P,33,70%,1,100,0.01,0.99,1,1,1,1,-0.22945819795131683,6.927767753601074
TrustMark P,33,70%,2,100,0.01,0.99,1,1,1,1,-0.9985665082931519,7.899207592010498
TrustMark P,33,70%,3,100,0.01,0.99,1,1,1,1,-0.6077032685279846,7.8246750831604
TrustMark P,33,70%,4,100,0.01,0.99,1,1,1,1,-0.9985665082931519,7.899207592010498
TrustMark P,33,50%,0,100,0.06,0.94,0,0,0,-1,-0.6144885420799255,4.137727737426758
TrustMark P,33,50%,1,100,0.08,0.92,0,0,0,-1,-0.2241002470254898,3.9980435371398926
TrustMark P,33,50%,2,100,0.06,0.94,0,0,0,-1,-0.36753425002098083,4.215109348297119
TrustMark P,33,50%,3,100,0.06,0.94,0,0,0,-1,-0.8218894004821777,4.476511001586914
TrustMark P,33,50%,4,100,0.1,0.9,0,0,0,-1,-0.3982119858264923,4.764019012451172
TrustMark P,33,40%,0,100,0.11,0.89,0,0,0,-1,-0.3245050013065338,2.6692709922790527
TrustMark P,33,40%,1,100,0.15,0.85,0,0,0,-1,-0.3907788097858429,2.7848012447357178
TrustMark P,33,40%,2,100,0.15,0.85,0,0,0,-1,-0.1877571940422058,2.8796472549438477
TrustMark P,33,40%,3,100,0.5,0.5,0,0,0,-1,0.3109966814517975,1.0919718742370605
TrustMark P,33,40%,4,100,0.35,0.65,0,0,0,-1,0.14433163404464722,0.7874112129211426
TrustMark P,33,30%,0,100,0.32,0.6799999999999999,0,0,0,-1,0.15850214660167694,0.6736541986465454
TrustMark P,33,30%,1,100,0.39,0.61,0,0,0,-1,-0.005865158978849649,0.425563782453537
TrustMark P,33,30%,2,100,0.21,0.79,0,0,0,-1,-0.0005350583815015852,1.5657522678375244
TrustMark P,33,30%,3,100,0.19,0.81,0,0,0,-1,-0.2213500440120697,2.3337490558624268
TrustMark P,33,30%,4,100,0.26,0.74,0,0,0,-1,-0.18241649866104126,1.3154581785202026
TrustMark P,34,100%,0,100,0.0,1.0,1,1,1,1,-0.7672345042228699,9.367286682128906
TrustMark P,34,100%,1,100,0.0,1.0,1,1,1,1,-0.7672345042228699,9.367286682128906
TrustMark P,34,100%,2,100,0.0,1.0,1,1,1,1,-0.7672345042228699,9.367286682128906
TrustMark P,34,100%,3,100,0.0,1.0,1,1,1,1,-0.7672345042228699,9.367286682128906
TrustMark P,34,100%,4,100,0.0,1.0,1,1,1,1,-0.7672345042228699,9.367286682128906
TrustMark P,34,70%,0,100,0.0,1.0,1,1,1,1,-0.41750675439834595,6.246079921722412
TrustMark P,34,70%,1,100,0.0,1.0,1,1,1,1,-0.4836222529411316,6.499844551086426
TrustMark P,34,70%,2,100,0.0,1.0,1,1,1,1,-0.5803420543670654,7.051860332489014
TrustMark P,34,70%,3,100,0.0,1.0,1,1,1,1,-0.717816948890686,7.484623908996582
TrustMark P,34,70%,4,100,0.0,1.0,1,1,1,1,-0.5803420543670654,7.051860332489014
TrustMark P,34,50%,0,100,0.09,0.91,0,0,0,-1,-0.0585012324154377,3.383929967880249
TrustMark P,34,50%,1,100,0.13,0.87,0,0,0,-1,-0.1848917156457901,2.868379592895508
TrustMark P,34,50%,2,100,0.11,0.89,0,0,0,-1,-0.12028980255126953,3.044419050216675
TrustMark P,34,50%,3,100,0.12,0.88,0,0,0,-1,0.009568147361278534,3.4105377197265625
TrustMark P,34,50%,4,100,0.13,0.87,0,0,0,-1,-0.07042492181062698,3.076620578765869
TrustMark P,34,40%,0,100,0.11,0.89,0,0,0,-1,0.11352276057004929,2.3931756019592285
TrustMark P,34,40%,1,100,0.21,0.79,0,0,0,-1,-0.018125835806131363,1.891756296157837
TrustMark P,34,40%,2,100,0.17,0.83,0,0,0,-1,-0.03354412689805031,2.075089931488037
TrustMark P,34,40%,3,100,0.22,0.78,0,0,0,-1,0.22197791934013367,1.8787508010864258
TrustMark P,34,40%,4,100,0.21,0.79,0,0,0,-1,0.03791189566254616,2.134260654449463
TrustMark P,34,30%,0,100,0.28,0.72,0,0,0,-1,0.1782130002975464,1.342047095298767
TrustMark P,34,30%,1,100,0.4,0.6,0,0,0,-1,-0.024714622646570206,0.29387110471725464
TrustMark P,34,30%,2,100,0.3,0.7,0,0,0,-1,0.003764769993722439,1.4606847763061523
TrustMark P,34,30%,3,100,0.21,0.79,0,0,0,-1,0.14867593348026276,1.5690674781799316
TrustMark P,34,30%,4,100,0.2,0.8,0,0,0,-1,0.15008100867271423,1.9747146368026733
TrustMark P,35,100%,0,100,0.0,1.0,1,1,1,1,1.353969931602478,10.027789115905762
TrustMark P,35,100%,1,100,0.0,1.0,1,1,1,1,1.353969931602478,10.027789115905762
TrustMark P,35,100%,2,100,0.0,1.0,1,1,1,1,1.353969931602478,10.027789115905762
TrustMark P,35,100%,3,100,0.0,1.0,1,1,1,1,1.353969931602478,10.027789115905762
TrustMark P,35,100%,4,100,0.0,1.0,1,1,1,1,1.353969931602478,10.027789115905762
TrustMark P,35,70%,0,100,0.02,0.98,1,1,1,1,1.0215034484863281,6.752221584320068
TrustMark P,35,70%,1,100,0.02,0.98,1,1,1,1,0.7758734226226807,7.207587718963623
TrustMark P,35,70%,2,100,0.04,0.96,0,0,0,-1,1.1191281080245972,7.563478469848633
TrustMark P,35,70%,3,100,0.01,0.99,1,1,1,1,0.898160994052887,8.219983100891113
TrustMark P,35,70%,4,100,0.04,0.96,0,0,0,-1,1.1191281080245972,7.563478469848633
TrustMark P,35,50%,0,100,0.07,0.9299999999999999,0,0,0,-1,0.5244414806365967,4.787309646606445
TrustMark P,35,50%,1,100,0.14,0.86,0,0,0,-1,0.7781737446784973,4.088707447052002
TrustMark P,35,50%,2,100,0.14,0.86,0,0,0,-1,0.5906020998954773,4.212489128112793
TrustMark P,35,50%,3,100,0.08,0.92,0,0,0,-1,0.4341977834701538,4.777523517608643
TrustMark P,35,50%,4,100,0.14,0.86,0,0,0,-1,0.5100715756416321,4.265033721923828
TrustMark P,35,40%,0,100,0.18,0.8200000000000001,0,0,0,-1,0.3811846077442169,3.0975141525268555
TrustMark P,35,40%,1,100,0.18,0.8200000000000001,0,0,0,-1,0.3764398694038391,2.41506028175354
TrustMark P,35,40%,2,100,0.19,0.81,0,0,0,-1,0.34279167652130127,3.042335271835327
TrustMark P,35,40%,3,100,0.16,0.84,0,0,0,-1,0.30200469493865967,2.1346864700317383
TrustMark P,35,40%,4,100,0.12,0.88,0,0,0,-1,0.3301007151603699,2.3542227745056152
TrustMark P,35,30%,0,100,0.24,0.76,0,0,0,-1,0.17064999043941498,1.798681616783142
TrustMark P,35,30%,1,100,0.33,0.6699999999999999,0,0,0,-1,0.07719261944293976,0.23224042356014252
TrustMark P,35,30%,2,100,0.27,0.73,0,0,0,-1,0.377986878156662,1.819126009941101
TrustMark P,35,30%,3,100,0.2,0.8,0,0,0,-1,0.08065322786569595,2.03749942779541
TrustMark P,35,30%,4,100,0.24,0.76,0,0,0,-1,-0.042797308415174484,1.7086997032165527
TrustMark P,36,100%,0,100,0.0,1.0,1,1,1,1,-1.5065077543258667,9.484347343444824
TrustMark P,36,100%,1,100,0.0,1.0,1,1,1,1,-1.5065077543258667,9.484347343444824
TrustMark P,36,100%,2,100,0.0,1.0,1,1,1,1,-1.5065077543258667,9.484347343444824
TrustMark P,36,100%,3,100,0.0,1.0,1,1,1,1,-1.5065077543258667,9.484347343444824
TrustMark P,36,100%,4,100,0.0,1.0,1,1,1,1,-1.5065077543258667,9.484347343444824
TrustMark P,36,70%,0,100,0.01,0.99,1,1,1,1,-0.6736284494400024,5.861142635345459
TrustMark P,36,70%,1,100,0.02,0.98,1,1,1,1,-0.6989858150482178,6.48095703125
TrustMark P,36,70%,2,100,0.0,1.0,1,1,1,1,-0.8006675839424133,7.1799163818359375
TrustMark P,36,70%,3,100,0.0,1.0,1,1,1,1,-0.7470505237579346,7.439466953277588
TrustMark P,36,70%,4,100,0.0,1.0,1,1,1,1,-0.8006675839424133,7.1799163818359375
TrustMark P,36,50%,0,100,0.1,0.9,0,0,0,-1,-0.41471192240715027,3.420664072036743
TrustMark P,36,50%,1,100,0.12,0.88,0,0,0,-1,-0.5715851783752441,3.5110244750976562
TrustMark P,36,50%,2,100,0.08,0.92,0,0,0,-1,-0.5834007859230042,3.542397975921631
TrustMark P,36,50%,3,100,0.07,0.9299999999999999,0,0,0,-1,-0.5009353160858154,3.6709303855895996
TrustMark P,36,50%,4,100,0.13,0.87,0,0,0,-1,-0.47457045316696167,3.677035331726074
TrustMark P,36,40%,0,100,0.14,0.86,0,0,0,-1,-0.19173608720302582,2.6242120265960693
TrustMark P,36,40%,1,100,0.23,0.77,0,0,0,-1,-0.36897268891334534,2.43867826461792
TrustMark P,36,40%,2,100,0.15,0.85,0,0,0,-1,-0.30398067831993103,2.5781850814819336
TrustMark P,36,40%,3,100,0.46,0.54,0,0,0,-1,0.07840416580438614,1.4777250289916992
TrustMark P,36,40%,4,100,0.5,0.5,0,0,0,-1,0.02436363510787487,1.6341897249221802
TrustMark P,36,30%,0,100,0.44,0.56,0,0,0,-1,-0.09432608634233475,0.7286890149116516
TrustMark P,36,30%,1,100,0.35,0.65,0,0,0,-1,0.0034940792247653008,0.16334368288516998
TrustMark P,36,30%,2,100,0.22,0.78,0,0,0,-1,-0.24575485289096832,1.5643494129180908
TrustMark P,36,30%,3,100,0.23,0.77,0,0,0,-1,-0.1273432821035385,1.8700752258300781
TrustMark P,36,30%,4,100,0.45,0.55,0,0,0,-1,0.11433345079421997,1.0371193885803223
TrustMark P,37,100%,0,100,0.0,1.0,1,1,1,1,-0.21182236075401306,10.274195671081543
TrustMark P,37,100%,1,100,0.0,1.0,1,1,1,1,-0.21182236075401306,10.274195671081543
TrustMark P,37,100%,2,100,0.0,1.0,1,1,1,1,-0.21182236075401306,10.274195671081543
TrustMark P,37,100%,3,100,0.0,1.0,1,1,1,1,-0.21182236075401306,10.274195671081543
TrustMark P,37,100%,4,100,0.0,1.0,1,1,1,1,-0.21182236075401306,10.274195671081543
TrustMark P,37,70%,0,100,0.02,0.98,1,1,1,1,-0.4190613031387329,5.568820953369141
TrustMark P,37,70%,1,100,0.02,0.98,1,1,1,1,-0.29830145835876465,6.65572452545166
TrustMark P,37,70%,2,100,0.01,0.99,1,1,1,1,-0.22628776729106903,7.907254219055176
TrustMark P,37,70%,3,100,0.0,1.0,1,1,1,1,-0.5817800164222717,7.494412422180176
TrustMark P,37,70%,4,100,0.01,0.99,1,1,1,1,-0.22628776729106903,7.907254219055176
TrustMark P,37,50%,0,100,0.07,0.9299999999999999,0,0,0,-1,-0.2603357136249542,3.788384437561035
TrustMark P,37,50%,1,100,0.11,0.89,0,0,0,-1,-0.49094635248184204,4.322857856750488
TrustMark P,37,50%,2,100,0.09,0.91,0,0,0,-1,-0.4290817379951477,4.2000412940979
TrustMark P,37,50%,3,100,0.05,0.95,1,1,1,1,-0.21154184639453888,4.131524562835693
TrustMark P,37,50%,4,100,0.06,0.94,0,0,0,-1,-0.5683187246322632,4.326831340789795
TrustMark P,37,40%,0,100,0.16,0.84,0,0,0,-1,-0.10073364526033401,2.5613925457000732
TrustMark P,37,40%,1,100,0.2,0.8,0,0,0,-1,0.22399230301380157,2.1549317836761475
TrustMark P,37,40%,2,100,0.11,0.89,0,0,0,-1,-0.5100007057189941,3.1151540279388428
TrustMark P,37,40%,3,100,0.18,0.8200000000000001,0,0,0,-1,-0.12587536871433258,1.0010679960250854
TrustMark P,37,40%,4,100,0.33,0.6699999999999999,0,0,0,-1,-0.16347581148147583,1.0475449562072754
TrustMark P,37,30%,0,100,0.14,0.86,0,0,0,-1,-0.29112744331359863,1.4018604755401611
TrustMark P,37,30%,1,100,0.32,0.6799999999999999,0,0,0,-1,-0.07313929498195648,0.42192113399505615
TrustMark P,37,30%,2,100,0.18,0.8200000000000001,0,0,0,-1,-0.5075078010559082,2.264390468597412
TrustMark P,37,30%,3,100,0.24,0.76,0,0,0,-1,-0.03188372775912285,1.689091444015503
TrustMark P,37,30%,4,100,0.22,0.78,0,0,0,-1,-0.0961136743426323,1.335636854171753
TrustMark P,38,100%,0,100,0.01,0.99,1,1,1,1,-1.0133758783340454,6.532411098480225
TrustMark P,38,100%,1,100,0.01,0.99,1,1,1,1,-1.0133758783340454,6.532411098480225
TrustMark P,38,100%,2,100,0.01,0.99,1,1,1,1,-1.0133758783340454,6.532411098480225
TrustMark P,38,100%,3,100,0.01,0.99,1,1,1,1,-1.0133758783340454,6.532411098480225
TrustMark P,38,100%,4,100,0.01,0.99,1,1,1,1,-1.0133758783340454,6.532411098480225
TrustMark P,38,70%,0,100,0.06,0.94,0,0,0,-1,-0.5956318378448486,4.076406955718994
TrustMark P,38,70%,1,100,0.07,0.9299999999999999,0,0,0,-1,-0.34955933690071106,4.667520999908447
TrustMark P,38,70%,2,100,0.09,0.91,0,0,0,-1,-0.18785645067691803,4.642141819000244
TrustMark P,38,70%,3,100,0.05,0.95,1,1,1,1,-0.5294411182403564,5.558332920074463
TrustMark P,38,70%,4,100,0.09,0.91,0,0,0,-1,-0.18785645067691803,4.642141819000244
TrustMark P,38,50%,0,100,0.1,0.9,0,0,0,-1,-0.11538143455982208,3.829848051071167
TrustMark P,38,50%,1,100,0.12,0.88,0,0,0,-1,-0.16681751608848572,3.429119825363159
TrustMark P,38,50%,2,100,0.09,0.91,0,0,0,-1,-0.24597801268100739,3.4309041500091553
TrustMark P,38,50%,3,100,0.12,0.88,0,0,0,-1,-0.06419836729764938,3.5427615642547607
TrustMark P,38,50%,4,100,0.11,0.89,0,0,0,-1,-0.08376829326152802,3.083930253982544
TrustMark P,38,40%,0,100,0.19,0.81,0,0,0,-1,0.14025898277759552,2.3444364070892334
TrustMark P,38,40%,1,100,0.16,0.84,0,0,0,-1,-0.21347752213478088,2.0484540462493896
