image_id,validation_index,source_filename,PSNR_base,PSNR_ours,local_PSNR_base,local_PSNR_ours,delta_local_PSNR,P95_base,P95_ours,delta_P95,Gini_base,Gini_ours,dense_P16S8_mean_improvement,patch_RGB_MSE_base_mean,patch_RGB_MSE_ours_mean,absolute_residual_energy_base,absolute_residual_energy_ours,roi_x,roi_y,roi_size,roi_mse_improvement,roi_texture_energy,roi32_improvement,roi40_improvement,roi48_improvement,roi64_improvement,ranking_grid,roi_search_grid,rank
0822,21,0822.png,36.2517838193734,36.361963100577874,35.68975923466575,35.823303028237454,0.13354379357170387,0.0002725912709138356,0.0002696906158234924,2.900655090343207e-06,0.06739959899422382,0.06406046480271367,6.329009465844138e-06,0.00023703994520474225,0.00023110196343623102,0.01210646890103817,0.011972509324550629,80,40,32,1.881771459011361e-05,0.08455680310726166,1.881771459011361e-05,1.8015590030699967e-05,1.699872761188696e-05,1.365026764688082e-05,native32_nonoverlap,pixel residual map; stride4 candidates,41
0839,38,0839.png,38.240044971579536,38.26836340732848,37.143988477609355,37.27564707947462,0.13165860186526857,0.00019599556981120259,0.00019329405404278077,2.701515768421814e-06,0.14591829484282112,0.1320877807027584,1.4993120203143917e-06,0.00014996690151747316,0.0001489922869950533,0.00876188650727272,0.008772887289524078,36,8,32,1.7913915144163184e-05,0.05733263120055199,1.7913915144163184e-05,1.4069152530282737e-05,1.1124025655186011e-05,8.313609214383177e-06,native32_nonoverlap,pixel residual map; stride4 candidates,42
0837,36,0837.png,36.55091905607491,36.61235652860552,35.75192611207733,35.86106980547979,0.10914369340245855,0.0002712727145990357,0.0002667357330210507,4.536981577984989e-06,0.08888285323233873,0.08267867591432523,3.0179962777765468e-06,0.0002212626568507403,0.0002181546005886048,0.011588643305003643,0.011537943035364151,20,88,32,1.014491317619104e-05,0.09512335062026978,1.014491317619104e-05,8.126990869641305e-06,6.955007847864181e-06,5.360032446333207e-06,native32_nonoverlap,pixel residual map; stride4 candidates,43
0843,42,0843.png,37.79093385356831,37.74298468403573,36.94938259196623,37.002317650517725,0.052935058551497605,0.00020598966148099862,0.0002021659784077201,3.8236830732785165e-06,0.08332380391498803,0.07361137229468856,-1.5884553477008012e-06,0.00016630548634566367,0.0001681518042460084,0.010178170166909695,0.010248249396681786,60,32,32,1.1004223779309541e-05,0.08867660909891129,1.1004223779309541e-05,8.285975200124085e-06,6.725297377367194e-06,3.82123289455194e-06,native32_nonoverlap,pixel residual map; stride4 candidates,44
0828,27,0828.png,36.74094728026833,36.81308060267451,36.245422805686395,36.295738721870265,0.05031591618386955,0.00024332749671884812,0.00024051282161963172,2.8146750992164016e-06,0.04728907177996802,0.04781300301347885,3.440802402110421e-06,0.00021178994211368263,0.00020830125140491873,0.011367864906787872,0.011258157901465893,24,64,40,8.001836249604821e-06,0.018579812049865724,7.815038770786487e-06,8.001836249604821e-06,7.660987547650519e-06,6.499419669125928e-06,native32_nonoverlap,pixel residual map; stride4 candidates,45
0841,40,0841.png,37.47961588476875,37.45954104650174,36.845176133680305,36.86956800038733,0.024391866707027532,0.00021023872250225395,0.00020797678371309303,2.261938789160922e-06,0.07032057137123768,0.06480018406929755,-5.790028581031947e-07,0.00017866454436443746,0.00017949234461411834,0.010529967956244946,0.010574073530733585,12,20,32,9.404708180227317e-06,0.09825903177261353,9.404708180227317e-06,6.01797946728766e-06,3.6987387122482887e-06,1.166935135188396e-06,native32_nonoverlap,pixel residual map; stride4 candidates,46
0814,13,0814.png,37.22817335637748,37.200740131299305,36.59210003027595,36.60801994121542,0.01591991093946632,0.00022345016623148695,0.00022349457867676392,-4.441244527697563e-08,0.07363498988342305,0.06877164272647449,-9.237402309736353e-07,0.0001893139851745218,0.0001905136159621179,0.010852108709514141,0.010894859209656715,60,80,32,8.043858542805538e-06,0.07620469480752945,8.043858542805538e-06,5.953743821009993e-06,4.8893319520478444e-06,3.838769316644175e-06,native32_nonoverlap,pixel residual map; stride4 candidates,47
0840,39,0840.png,37.53271462285981,37.47902095965715,36.74201150597314,36.74265774894116,0.0006462429680240689,0.00021810071484651417,0.00021788919184473343,2.1152300178073347e-07,0.07419430362283248,0.06955719788678943,-2.210719685535878e-06,0.0001764934422681108,0.0001786890788935125,0.01050099078565836,0.01057526282966137,68,68,32,4.358505975687876e-06,0.0879923403263092,4.358505975687876e-06,3.1624623807147147e-06,1.9974997687515697e-06,8.386089120904217e-07,native32_nonoverlap,pixel residual map; stride4 candidates,48
0827,26,0827.png,37.79990494702977,37.73361121089845,37.073305463439226,37.05255211161136,-0.020753351827863753,0.00020195948673062958,0.00020290615793783218,-9.466712072025985e-07,0.06569060614572075,0.0615193819978438,-2.4687883524165954e-06,0.00016596229397691786,0.00016851509280968457,0.010187951847910881,0.010275760665535927,40,76,32,2.800006768666208e-06,0.037628788501024246,2.800006768666208e-06,1.1574645759537816e-06,1.3674838959963785e-07,-6.941210131117259e-07,native32_nonoverlap,pixel residual map; stride4 candidates,49
0810,9,0810.png,37.18787235217053,37.13498235175021,36.48651269117533,36.45934424252199,-0.027168448653334565,0.00022623469340032898,0.00022886165606905706,-2.6269626687280834e-06,0.07133741038393104,0.06925169461631177,-2.408826730970759e-06,0.00019107889966107905,0.00019342020095791668,0.01093972846865654,0.011027496308088303,48,76,32,1.8612922758620698e-06,0.04482981562614441,1.8612922758620698e-06,1.0832695988938213e-06,5.555044077078087e-07,-9.609215112504899e-08,native32_nonoverlap,pixel residual map; stride4 candidates,50
