comparison,method,epoch,grid,metric,value
matched_psnr,Global continuation,5,16,cv,0.22300584614276886
matched_psnr,Global continuation,5,16,gini,0.12368685042191176
matched_psnr,Global continuation,5,16,top10_energy_share,0.15383902192115784
matched_psnr,Global continuation,5,32,global_psnr,35.276964854695244
matched_psnr,Global continuation,5,32,top10_psnr,34.200681651199424
matched_psnr,Global continuation,5,32,top10_over_mean,1.268377661705017
matched_psnr,Global continuation,5,32,p95_over_mean,1.2385492887462564
matched_psnr,Global continuation,5,32,p99_over_mean,1.3101374564358321
matched_psnr,Global continuation,5,32,max_over_mean,1.328034520149231
matched_psnr,Global continuation,5,32,cv,0.1590617448091507
matched_psnr,Global continuation,5,32,gini,0.0867953038860878
matched_psnr,Global continuation,5,32,top10_energy_share,0.15854720771312714
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,global_psnr,35.289055528711444
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,top10_psnr,33.76590550284446
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,top10_over_mean,1.3986058235168457
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,p95_over_mean,1.3760366168012956
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,p99_over_mean,1.5018713068410323
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,max_over_mean,1.5565392971038818
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,cv,0.21928270161151886
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,gini,0.12166920703822315
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,16,top10_energy_share,0.1529725193977356
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,global_psnr,35.289055528711444
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,top10_psnr,34.23122663437855
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,top10_over_mean,1.2635351419448853
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,p95_over_mean,1.2349828506196598
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,p99_over_mean,1.3035082165808602
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,max_over_mean,1.3206396102905273
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,cv,0.15597985684871674
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,gini,0.08524954149139624
matched_psnr,Candidate Gradient-aware Top10 alpha2,5,32,top10_energy_share,0.15794189274311066
concentration_perception_corr,Global continuation,20,32,top10_over_mean__lpips_tail_gap,0.05022489960137098
concentration_perception_corr,Global continuation,20,32,top10_over_mean__ssim_tail_gap,-0.0878771770241523
concentration_perception_corr,Global continuation,20,32,p95_over_mean__lpips_tail_gap,0.10387851668606604
concentration_perception_corr,Global continuation,20,32,p95_over_mean__ssim_tail_gap,-0.08341050911487434
concentration_perception_corr,Global continuation,20,32,gini__lpips_tail_gap,-0.01901816064817802
concentration_perception_corr,Global continuation,20,32,gini__ssim_tail_gap,-0.13028532713024366
concentration_perception_corr,Global continuation,20,32,top10_energy_share__lpips_tail_gap,0.05022489960137098
concentration_perception_corr,Global continuation,20,32,top10_energy_share__ssim_tail_gap,-0.0878771770241523
concentration_perception_corr,Global continuation,20,32,cv__lpips_tail_gap,-0.020916203524494345
concentration_perception_corr,Global continuation,20,32,cv__ssim_tail_gap,-0.10597077366847454
concentration_perception_corr,Hard stride8 Top25,20,32,top10_over_mean__lpips_tail_gap,0.037888298624169266
concentration_perception_corr,Hard stride8 Top25,20,32,top10_over_mean__ssim_tail_gap,-0.09437383518328074
concentration_perception_corr,Hard stride8 Top25,20,32,p95_over_mean__lpips_tail_gap,0.08305912807823011
concentration_perception_corr,Hard stride8 Top25,20,32,p95_over_mean__ssim_tail_gap,-0.09702588261360282
concentration_perception_corr,Hard stride8 Top25,20,32,gini__lpips_tail_gap,-0.027104260518728805
concentration_perception_corr,Hard stride8 Top25,20,32,gini__ssim_tail_gap,-0.12556662825222478
concentration_perception_corr,Hard stride8 Top25,20,32,top10_energy_share__lpips_tail_gap,0.037888298624169266
concentration_perception_corr,Hard stride8 Top25,20,32,top10_energy_share__ssim_tail_gap,-0.09437383518328074
concentration_perception_corr,Hard stride8 Top25,20,32,cv__lpips_tail_gap,-0.026859712210772355
concentration_perception_corr,Hard stride8 Top25,20,32,cv__ssim_tail_gap,-0.1048935933833602
concentration_perception_corr,Hard stride8 Top10,20,32,top10_over_mean__lpips_tail_gap,0.02789263677221087
concentration_perception_corr,Hard stride8 Top10,20,32,top10_over_mean__ssim_tail_gap,-0.08921272419541755
concentration_perception_corr,Hard stride8 Top10,20,32,p95_over_mean__lpips_tail_gap,0.07138156135080932
concentration_perception_corr,Hard stride8 Top10,20,32,p95_over_mean__ssim_tail_gap,-0.09009969105029478
concentration_perception_corr,Hard stride8 Top10,20,32,gini__lpips_tail_gap,-0.04570193286981673
concentration_perception_corr,Hard stride8 Top10,20,32,gini__ssim_tail_gap,-0.11808789919154432
concentration_perception_corr,Hard stride8 Top10,20,32,top10_energy_share__lpips_tail_gap,0.02789263677221087
concentration_perception_corr,Hard stride8 Top10,20,32,top10_energy_share__ssim_tail_gap,-0.08921272419541755
concentration_perception_corr,Hard stride8 Top10,20,32,cv__lpips_tail_gap,-0.04329067334867068
concentration_perception_corr,Hard stride8 Top10,20,32,cv__ssim_tail_gap,-0.09971943898888358
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,top10_over_mean__lpips_tail_gap,0.04139503095829739
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,top10_over_mean__ssim_tail_gap,-0.08550151163061331
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,p95_over_mean__lpips_tail_gap,0.08899284908637942
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,p95_over_mean__ssim_tail_gap,-0.08482991532974862
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,gini__lpips_tail_gap,-0.019073933855401327
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,gini__ssim_tail_gap,-0.09976590834363855
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,top10_energy_share__lpips_tail_gap,0.04139503095829739
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,top10_energy_share__ssim_tail_gap,-0.08550151163061331
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,cv__lpips_tail_gap,-0.02173052007453797
concentration_perception_corr,Gradient-aware Top10 alpha2,20,32,cv__ssim_tail_gap,-0.0877611536292473
