base_condition,ours_condition,same_condition,base_phase,ours_phase,promoted_pair,base_w_msg,ours_w_msg,base_lambda_img,ours_lambda_img,ber30_base,ber30_ours,abs_delta_ber30,psnr_base,psnr_ours,local_psnr_base,local_psnr_ours,delta_local_psnr,p95_base,p95_ours,delta_p95,gini_base,gini_ours,rank,selected
wmsg80,wmsg20_img025,False,,,False,80.0,20.0,1.0,0.25,0.1143125,0.115,0.0006875000000000075,32.59147722711611,34.29805152125781,31.559143753746426,33.557385923417336,1.9982421696709096,0.0007783152016054373,0.0004666525445645675,-0.00031166265704086983,0.12560166897275957,0.08741908670808947,42,False
wmsg20_img05,promoted_reference,False,,promoted,False,20.0,10.0,0.5,1.0,0.1150625,0.111,0.004062499999999997,34.53364915648359,36.410612332292104,33.76628491542652,35.65298752384227,1.886702608415753,0.0004466118017444387,0.00029455477531882936,-0.00015205702642560935,0.09124007026377726,0.0945688821649359,43,False
wmsg40_img05,promoted_wmsg20,False,,promoted,False,40.0,20.0,0.5,1.0,0.1150625,0.111125,0.0039374999999999966,33.798163565194784,35.6377520441701,33.04940138032077,34.90593517217285,1.8565337918520868,0.0005250476794026326,0.00034487296783481725,-0.00018017471156781537,0.08909127508113628,0.0891638264225587,44,False
wmsg40_img025,reference,False,,,False,40.0,10.0,0.25,1.0,0.1151875,0.1153125,0.0001250000000000001,33.541478059055905,35.38101385790666,32.798180944968735,34.612166679219534,1.8139857342507995,0.0005560941119620111,0.00036961714286007916,-0.00018647696910193193,0.08805669260476585,0.09203502663692882,45,False
img025,promoted_reference,False,,promoted,False,10.0,10.0,0.25,1.0,0.114875,0.111,0.0038750000000000034,34.69796547460056,36.410612332292104,33.92379659211995,35.65298752384227,1.7291909317223215,0.0004312837414909154,0.00029455477531882936,-0.00013672896617208604,0.09231015136704405,0.0945688821649359,46,False
promoted_wmsg40,reference,False,promoted,,False,40.0,10.0,1.0,1.0,0.111375,0.1153125,0.0039374999999999966,33.78577818110702,35.38101385790666,33.04112845272648,34.612166679219534,1.5710382264930516,0.0005226872711500619,0.00036961714286007916,-0.00015307012828998275,0.08671867329051054,0.09203502663692882,47,False
wmsg80,wmsg40_img05,False,,,False,80.0,40.0,1.0,0.5,0.1143125,0.1150625,0.0007500000000000007,32.59147722711611,33.84098365610471,31.559143753746426,33.123404006463744,1.5642602527173182,0.0007783152016054373,0.0005133856968313922,-0.00026492950477404516,0.12560166897275957,0.08474360076151076,48,False
wmsg40_img05,reference,False,,,False,40.0,10.0,0.5,1.0,0.1150625,0.1153125,0.0002500000000000002,33.798163565194784,35.38101385790666,33.04940138032077,34.612166679219534,1.5627652988987677,0.0005250476794026326,0.00036961714286007916,-0.00015543053654255346,0.08909127508113628,0.09203502663692882,49,False
wmsg20,promoted_reference,False,,promoted,False,20.0,10.0,1.0,1.0,0.1154375,0.111,0.004437499999999997,34.900542732286006,36.410612332292104,34.12323929151835,35.65298752384227,1.529748232323918,0.0004129919313709252,0.00029455477531882936,-0.00011843715605209582,0.09268271594954415,0.0945688821649359,50,False
img05,promoted_reference,False,,promoted,False,10.0,10.0,0.5,1.0,0.1151875,0.111,0.004187499999999997,34.9151224364619,36.410612332292104,34.13417899904236,35.65298752384227,1.5188085247999084,0.0004121655964991078,0.00029455477531882936,-0.00011761082118027843,0.09364339609379652,0.0945688821649359,51,False
wmsg40,promoted_wmsg20,False,,promoted,False,40.0,20.0,1.0,1.0,0.1146875,0.111125,0.0035624999999999962,34.238306554370105,35.6377520441701,33.483743425758995,34.90593517217285,1.4221917464138585,0.0004757613530091476,0.00034487296783481725,-0.00013088838517433032,0.08971934697013262,0.0891638264225587,52,False
wmsg40_img025,wmsg20,False,,,False,40.0,20.0,0.25,1.0,0.1151875,0.115375,0.0001875000000000071,33.541478059055905,34.97057417507345,32.798180944968735,34.22027291524583,1.4220919702770942,0.0005560941119620111,0.0004026055391295813,-0.00015348857283242978,0.08805669260476585,0.08894195163096225,53,False
wmsg40_img025,img05,False,,,False,40.0,10.0,0.25,0.5,0.1151875,0.11575,0.0005625000000000074,33.541478059055905,34.96787302470802,32.798180944968735,34.20468947436314,1.406508529394408,0.0005560941119620111,0.00040437078307149933,-0.00015172332889051176,0.08805669260476585,0.09105890734985335,54,False
wmsg20_img025,promoted_wmsg20,False,,promoted,False,20.0,20.0,0.25,1.0,0.115,0.111125,0.0038750000000000034,34.28189094354105,35.6377520441701,33.52642413738608,34.90593517217285,1.3795110347867734,0.00047112922184169295,0.00034487296783481725,-0.0001262562540068757,0.08948576694184554,0.0891638264225587,55,False
wmsg80,wmsg40_img025,False,,,False,80.0,40.0,1.0,0.25,0.1143125,0.11525,0.0009375000000000078,32.59147722711611,33.552889161982414,31.559143753746426,32.831660279267886,1.2725165255214606,0.0007783152016054373,0.0005495143024018034,-0.0002288008992036339,0.12560166897275957,0.0851052577048578,56,False
wmsg80,promoted_wmsg40,False,,promoted,False,80.0,40.0,1.0,1.0,0.1143125,0.111875,0.0024374999999999952,32.59147722711611,33.426017653208575,31.559143753746426,32.80950543145873,1.2503616777123057,0.0007783152016054373,0.0005456236851750873,-0.00023269151643035002,0.12560166897275957,0.07070535397973192,57,False
promoted_wmsg40,wmsg20,False,promoted,,False,40.0,20.0,1.0,1.0,0.111375,0.115375,0.0040000000000000036,33.78577818110702,34.97057417507345,33.04112845272648,34.22027291524583,1.1791444625193463,0.0005226872711500619,0.0004026055391295813,-0.0001200817320204806,0.08671867329051054,0.08894195163096225,58,False
wmsg40_img05,wmsg20,False,,,False,40.0,20.0,0.5,1.0,0.1150625,0.115375,0.0003125000000000072,33.798163565194784,34.97057417507345,33.04940138032077,34.22027291524583,1.1708715349250625,0.0005250476794026326,0.0004026055391295813,-0.00012244214027305132,0.08909127508113628,0.08894195163096225,59,False
wmsg40_img025,img025,False,,,False,40.0,10.0,0.25,0.25,0.1151875,0.11525,6.2500000000007e-05,33.541478059055905,34.72839100005883,32.798180944968735,33.967204826937284,1.169023881968549,0.0005560941119620111,0.0004264892234641593,-0.0001296048884978518,0.08805669260476585,0.0906037966119158,60,False
