method,image_index,global_mse,top25_local_psnr,patch_mse_p95,patch_mse_p99,full_lpips,ciede2000_global,ciede2000_top10,gini,ber30
Ours,1,0.0001745334593579173,36.95796545373793,0.00021084241598146036,0.0002209997983300127,0.001081976224668324,3.2010912895202637,4.498866558074951,0.06475275117073556,0.15625
Ours,2,0.0001923897652886808,36.621463634042925,0.00021904952154727653,0.00022200838575372472,0.0023548013996332884,3.273991584777832,4.6148223876953125,0.07108456846437929,0.140625
Ours,3,0.0001668547629378736,37.415461170707125,0.00018238100528833456,0.00018442532527842558,0.0016733328811824322,3.7526421546936035,5.1500749588012695,0.040431745195885,0.153125
Ours,4,0.00015878559497650713,37.46580403036901,0.000184738830284914,0.00018890640858444386,0.0015299483202397823,3.145016670227051,4.605130195617676,0.06279566416766226,0.134375
Ours,5,0.0001980243978323415,36.13992794251183,0.0002489911057637073,0.00026107775775017215,0.0030025378800928593,3.401620626449585,4.918320178985596,0.09762162880147429,0.140625
Ours,6,0.00022774779063183814,34.91628163010175,0.00036224313953425735,0.000435308224405162,0.0021311030723154545,3.045320987701416,4.443478107452393,0.16993472095588374,0.159375
Ours,7,0.00022379447182174772,34.8218078648717,0.00033707758848322555,0.0004964536623447201,0.0016886023804545403,3.173508644104004,4.781708717346191,0.15932085435161003,0.153125
Ours,8,0.00016470828268211335,37.09692975386203,0.00019801289818133228,0.00020370263009681367,0.001539924880489707,4.069350242614746,5.4497151374816895,0.07443434690466026,0.16875
Ours,9,0.0002564496826380491,34.68830122063345,0.0003563995414879173,0.0003655395179521292,0.0030073425732553005,3.4482147693634033,5.090973854064941,0.12976798137100024,0.175
Ours,10,0.00017212417151313275,37.12155222095052,0.0001958874890988227,0.000199283617985202,0.0018889044877141714,3.8877549171447754,5.175732135772705,0.061758630134160476,0.140625
Ours,11,0.00018666840333025903,36.71521116910061,0.0002170027219108306,0.00021712022571591661,0.001553857233375311,3.3717126846313477,4.783371925354004,0.05643773173141878,0.11875
Ours,12,0.000157256203237921,37.21433325550856,0.0001988844778679777,0.00020333814100013115,0.001518430421128869,3.597651958465576,4.925042152404785,0.07379498037263532,0.15625
Ours,13,0.00023333687568083405,35.53982691068577,0.00028293753712205216,0.00029789956606691704,0.002001168206334114,3.184781551361084,4.516246795654297,0.08721528387554969,0.15625
Ours,14,0.00016319732822012156,37.35326207487073,0.00019172394604538567,0.0001932106948515866,0.001961819129064679,2.7585930824279785,3.9579970836639404,0.058200251464920735,0.134375
Ours,15,0.0002245371142635122,35.785670256894804,0.00026904197147814557,0.0002737745162448846,0.0015268928837031126,3.296473741531372,5.14253568649292,0.08984198338276676,0.14375
Ours,16,0.00016641088586766273,36.84680095866429,0.0002092968461511191,0.00022855481875012627,0.001920925686135888,3.489574670791626,5.005951404571533,0.10569375548132479,0.065625
Ours,17,0.0001677943073445931,37.10590916186482,0.00019884782886947505,0.00019945571766584181,0.0016150407027453184,2.7261581420898438,4.329991817474365,0.07691284560761319,0.04375
Ours,18,0.00023467520077247173,35.436176228623914,0.00030211961711756885,0.0003028822306077927,0.0023082096595317125,3.043017864227295,5.029779434204102,0.09515376621607663,0.0625
Ours,19,0.0003774247597903013,33.009123918155304,0.0005105464806547388,0.0006583836599020287,0.0026694401167333126,2.8351333141326904,5.005462169647217,0.13529729724291537,0.078125
Ours,20,0.00016555078036617488,37.24176032628011,0.0001914145686896518,0.00019733851368073375,0.001183329033665359,3.0274107456207275,4.416020393371582,0.06635494246386264,0.084375
Ours,21,0.000339047604938969,33.510331306485725,0.00046535939327441156,0.00047225483576767146,0.002744263270869851,3.3668346405029297,5.436864852905273,0.14685833898406148,0.06875
Ours,22,0.0001907946279970929,35.85820951262311,0.0002705168881220743,0.0002852710982551798,0.0013387250946834683,3.0312247276306152,4.616878509521484,0.14347900915932993,0.071875
Ours,23,0.00020168087212368846,36.28502388646774,0.000239260549278697,0.0002415226415905636,0.0013065235689282417,2.7075185775756836,4.743661880493164,0.07255304218937772,0.071875
Ours,24,0.0001788719673641026,36.79869880758913,0.000215293541259598,0.00021645459200954066,0.0013793890830129385,2.8034250736236572,4.2166266441345215,0.066459716530196,0.090625
Ours,25,0.00020409811986610293,35.3976549591537,0.00030996780697023496,0.000337967746600043,0.0018236914183944464,3.3213884830474854,4.764641761779785,0.15164291331217375,0.075
Ours,26,0.0002237907174276188,35.34967589688431,0.00030144842457957566,0.00030152791296131907,0.0033472180366516113,4.025856971740723,5.6365180015563965,0.12782274697259327,0.05625
Ours,27,0.0001973369944607839,36.60588436594232,0.00022159653599373996,0.00022856339928694068,0.000904459971934557,2.8340704441070557,4.97590446472168,0.05893051897627945,0.053125
Ours,28,0.0001905723474919796,36.25562689285647,0.00024584525817772374,0.0002516374152037315,0.0025685958098620176,3.3099288940429688,4.66259765625,0.08717041865086346,0.09375
Ours,29,0.0001535571791464463,37.09735439431683,0.00020243183826096356,0.00020631279912777245,0.0015098515432327986,3.394819736480713,4.733583450317383,0.10360026077731982,0.1
Ours,30,0.0001627003075554967,37.24904221953237,0.00018948812430608086,0.00019892163327313027,0.001545360079035163,3.6333861351013184,4.843567848205566,0.07421829275548775,0.065625
Ours,31,0.00017402850789949298,36.9071180276938,0.000210313231946202,0.00021248324555926955,0.0014218937139958143,3.0413455963134766,4.369975566864014,0.07160860517727313,0.046875
Ours,32,0.00017034336633514613,37.20162725511588,0.00019276210878160782,0.00019510870115482248,0.0016518502961844206,3.0618603229522705,4.293384552001953,0.05011036348700625,0.071875
Ours,33,0.00017236015992239118,37.051359974387815,0.00019886050358763896,0.0002044717599346768,0.002832547528669238,3.9370765686035156,5.278629779815674,0.06139395446438699,0.11875
Ours,34,0.00016988250717986375,37.108540520019595,0.00019932638679165393,0.00020065732824150472,0.0010482931975275278,3.598919153213501,5.099268913269043,0.05993406819022551,0.146875
Ours,35,0.0002760981733445078,33.43654976226131,0.00047630081098759547,0.0005603306650300509,0.001983865862712264,3.3614728450775146,5.480648040771484,0.2617669129673135,0.15
Ours,36,0.0001676725223660469,37.21316440895911,0.0001913868218252901,0.0001978961816348601,0.001304777106270194,3.5110180377960205,4.907206058502197,0.058520343122291735,0.125
Ours,37,0.00026674536638893187,34.98758440875236,0.000319261773256585,0.0003324662044178694,0.001319908769801259,2.5623087882995605,3.7784390449523926,0.07629607383766715,0.109375
Ours,38,0.00039261518395505846,33.15338614535272,0.0004912261574645527,0.0005048017148510553,0.002365410327911377,2.841024875640869,4.971882343292236,0.12086382947628523,0.103125
Ours,39,0.00014692080731038004,36.61627177474076,0.00024073895110632293,0.0002860374013835098,0.002780735259875655,2.6816887855529785,4.2820234298706055,0.1862884127155797,0.109375
Ours,40,0.00020290740940254182,36.317851647587254,0.0002378794306423515,0.0002575306629296392,0.0011404991382732987,3.576794147491455,4.981817245483398,0.06064932090410371,0.11875
Ours,41,0.0002626960922498256,34.31211175843062,0.0004100792939425446,0.00041101529059233143,0.0014447842258960009,1.8100529909133911,3.3629579544067383,0.15106265329448543,0.134375
Ours,42,0.00016880907060112804,37.03163040257769,0.00020050067178090103,0.00020671296297223308,0.0014973985962569714,3.318730115890503,4.7941813468933105,0.07382033899142464,0.121875
Ours,43,0.00019449899264145643,36.408965819390005,0.00023477089780499227,0.0002354194912186358,0.005123235750943422,3.835366725921631,4.972120761871338,0.06913671974394296,0.14375
Ours,44,0.00022825640917290002,35.623614698144834,0.0002794425163301639,0.0002964387633255683,0.000890997878741473,2.4257071018218994,4.476933479309082,0.09877419906323516,0.115625
Ours,45,0.00015789418830536306,37.47093071594104,0.00018087080388795584,0.00018208167457487435,0.0025782466400414705,3.2281320095062256,4.517630100250244,0.06026400648049483,0.125
Ours,46,0.00031860731542110443,34.484946843978776,0.00036583535256795585,0.00036826743162237107,0.0029474301263689995,3.669180393218994,4.709781646728516,0.05222968345829559,0.1125
Ours,47,0.00015642645303159952,37.419522495387845,0.00018800148245645687,0.00018990090902661904,0.0013300669379532337,3.465465784072876,4.919574737548828,0.06355921853005882,0.128125
Ours,48,0.000264691625488922,34.931106336182,0.0003235354379285127,0.00032439234782941637,0.0019868260715156794,3.5657637119293213,5.155817031860352,0.10775559026764332,0.084375
Ours,49,0.0001803082413971424,36.83592606861626,0.00021343458138289861,0.00022491222698590717,0.0018601622432470322,3.3415632247924805,4.833104133605957,0.055268556011997656,0.103125
